gt_text,pred_text
生まれてきたんやないかなって,生まれてきたんやないかなって
そうなんですね私も実はいっぱい失敗してるんですよ,私も実はいっぱい失敗してる
一番最初に見ていただいたみよちゃんの例,一番最初に見ていただいたミオちゃんの例
今日はみよちゃんいるのああ今日もお休みなんです,今日はみお茶いるのああ今日もお休みなんです
でも私がこの話を一番最初にしたときに,でも私がこの話を一番最初にした時に
ですからこれから先の人生少し少しだけでいいんで,ですからこれから先の人生少しだけでいいんで
九歳から二十二歳まで三大陸四カ国で育ちました,9歳から22歳まで3大陸4カ国で育ちました
浅黒い肌の色をした子どもたちがいる箇所がありました,朝黒い肌の色をした子どもたちがいる箇所がありました
それは何か罪悪感のような申し訳ないような,それは何か罪悪感のような申し訳ないような
それはもしかしたら私がこの世界で最初に感じた,それはもしかしたら私がこの世界で最初に感じた
初めて行ったその学校の始業式は,初めて行ったその学校の始業式は
シンガポールにその後父はまた転勤になり,シンガポールにその後父はまた転勤になり
私はコンサルティング業界で仕事を始めました,私はコンサルティング業界で仕事を始めました
そこから私はその関心が人事,そこから私はその関心が人事
確かに一生懸命何か行動したら一瞬物事は良くなったかのように見えます,確かに一生懸命何か行動したら一瞬物事は良くなったかのように見えます
活動したり運動したりいのちを使ってる人が,活動したり運動したり命を使っている人
私たちの内側の世界が外側を創っている,私たちの内側の世界が外側を作っている
毎日たくさんの人が相談に来ました,毎日たくさんの人が相談に来ました
自分の内側にどんなことがあるからその現実が生まれているのかということを,自分の内側にどんなことがあるからその現実が生まれているのかということ
どんな人の中にも痛みがある,どんな人の中にも痛みがある
そしてその痛みを二度と味わいたくないというふうに人生で頑張って生きている,そしてその痛みを二度と味わいたくないという風に人生で頑張って生きている
でもその痛みを二度と味わいたくないというふうに行動すればするほど,でもその痛みを二度と味わいたくないというふうに行動すればするほど
そして自分には価値がない,そして自分には価値がない
私はそのとき言葉を少し話していたようで,私はその時言葉を少し話してたようで
高校に行ったときにアメリカの高校で高校三年生で,高校にいた時にアメリカの高校で高校3年生で
私はひとりぼっちだったんです,私は一人ウォーチだったんです
私はそのひとりぼっちだという体験を自分で創り出しました,私はその一人ぼっちだという体験を自分で作り出しました
そうやって人を試して切られそうになると,そうやって人を試して切られそうになると
じゃあ私が本当に望んでいる世界は何なのか,じゃあ私が本当に望んでいる世界は何なのか
彼は私にこう言ったんです,彼は私にこう言ったんです
私がそれを生きるにはどうしたらいいのかということを試行錯誤し始めました,私がそれを生きるにはどうしたらいいのかということを試行錯誤し始めました
世界にこれがあるというふうに表現してください,世界にこれがあるというふうに表現してください
何か自分を劣ってたり欠けているというふうに感じているんだったら,何か自分をとってたり欠けてるっていうふうに感じているんだったら
あなたは決してひとりではないということを思い出してください,あなたは決して一人ではないということを思い出してください
私たちのそこから創り出せる外側の世界は,私たちの底から作り出せる外側の世界は
一人ひとりが本当に自分の中にあること本当に全てあるということを思い出し,一人一人が本当に自分の中にあること本当に全てあるということを思い出し
あなたの内側にそれがあるからだと思うんです,あなたの内側にそれがあるからだと思うんです
世界の現実は,世界の現実
世界を変えなくちゃじゃなくって,世界を変えなくちゃじゃなくて
私たちは幸せは内側で感じるから幸せなんです,私たちは幸せは内側で感じるから幸せなんです
私たちは一緒にきっと希望を創っていくことができると思います,私たちは一緒にきっと希望を作っていくことができると思います
思い出していく旅なのかもしれません,思い出していく旅なのかもしれません
本当にこの豊かな自然とこの美しいこの環境を,本当にこの豊かな自然とこの美しいこの環境を
私はそう信じています,私はそう信じています
ご飯ちゃんと食べてる,ご飯ちゃんと食べてる?
私はフィリピンで生まれ,私はフィリピンで生まれ
スラムに毛が生えた程度の,スラムに気が生えた程度の
同じ地区で,同じ地区で
スリや強盗で手に入れたものを売ったり,すりや強盗で手に入れたものを売ったり
母は日本で出稼ぎをしている時,母は日本で出稼ぎをしている時
幸いなことに伯母や周りから大切に守られ,幸いなことにおばや周りから大切に守られ
必ず上を目指せる,必ず上を目指せる
転機が訪れます,天気が訪れます
ドキドキとワクワクで日本へ向かいました,時々とワクワクで日本へ向かいました
日本に来ても,日本に来ても
話の内容を理解することはできませんでした,話の内容を理解することはできませんでした
そして驚くことに,そして驚くことに
本当に多様な国の人々が暮らす街です,本当に多様な国の人々が暮らす街です
英語を第一言語とするインターナショナルスクールがない,英語を第一言語とするインターナショナルスクールがない
日本では飛び級制度は認められていませんので,日本では飛び給制度は認められていませんので
最初の頃は,最初の頃は
ゼロ点の答案でした,セロテンの答案でした
親に隠れて泣いていました,ホヤに隠れて泣いていました
机と国語学習ドリルとのにらめっこでした,机と国語学習ドリルとのにらめっこでした
積極的に話す努力をする余りに,積極的に話す努力をするあまりに
簡単に言葉を変換できなくなったのです,簡単に言葉を変換できなくなったのです
外国人の若者たちは,外国人の若者たちは
日本から外国へ移住してしまった,日本から外国へ移住してしまった
マイノリティをマジョリティーにするという,マイノリティをマジョリティにするという
皆さんがご存知のように,皆さんがご存じのように
自分の価値を確立することは,自分の価値を確立することは
静岡県の人口問題について考える機会がありました,静岡県の人口問題について考える機会がありました
全国ワースト二位,全国ワースト2位
その中で一つだけ彼は,その中で一つだけ彼は
自分自身のことを振り返り,自分自身のことを振り返り
外国人として,外国人として
私が通う大学の,私が通う大学の
浜松インターナショナルスクールは始まりました,浜松インターナショナースクールは始まりました
毎月児童から徴収する,毎月児童から徴収する
科目も現在の算数アートに加え,科目も現在の算数アートに加え
毎月のスケジュール,毎月のスケジュール
もちろんすべて英語での作業です,もちろん全て英語での作業です
必要であると思います,必要であると思います
平等に受けられる場を,平等に受けられる場を
唯一の最高の財産です,唯一の最高の財産です
最後の最後に残るのは,最後の最後に残るのは
十三歳で,13歳で
一歩を踏み出しました,一歩を踏み出しました
違う大きな未来が待っています,違う大きな未来が待っています
中には痛いとか痛気持ちいいとか,中に痛いとか痛気持ちいいとか
ストレートネックがどうのこうのとか,トレードネックがどうのコーナーの
その中でもあの肩こりがひどいという人は特になんですけど,その中でも肩こりがひどいっていう人は特になんですけど
マッサージでグリグリッとやってもらったけども,マッサージでグリグリってやってもらったけども
まず説明の仕方説明の仕方なんですけども,まず説明の仕方なんですけども
まあ身体的なストレス,身体的なストレス
でだんだん肩もこってきました,だんだん肩も凝ってきました
肩で息をするんですね,肩で影響するんですね
そうするとえー肩の肩を動かすにはこの肩の筋肉を使いますね,そうすると肩の肩を動かすには肩の筋肉を使いますね
なわけで,なわけで
はいでそれでまあそれでどうすればいいか,それでそれぞれどうすればいいか
じゃあどうすればいいか,じゃあどうすればいいか
はい吐いてハ～,はいはい
まあみんなはこうやって肩で息をしてるんですね,みんなこうやって飾りにしてるって聞きもしてるんですね
で肩はしっかり下げておいてくださいね,肩はしっかり下げてくださいね
はいお腹にいっぱい吸って,はいお腹にいっぱい吸って
鼻から吸って,1台出すって
どうですか,どうですか
寝ながらでいいですよ,寝ながらいいですよ
皆さんが日々のことを一生懸命にやることによって,皆さんが日々のことを一生懸命やることによって
で今日ここには日本語が全くわからないという人も何人かいらっしゃるということなので,今日ここには日本語全く分かんないという人も何かいらっしゃるということなんです
東北のビジネスパーソンたちがですね,遠くのビジネスパーソンたちがですね
でその結果えー自分のそのビジネススクールがですね仙台に学校を作るっていう話があったので,その結果自分のビジネススクールがですね仙台に学校を作る話があって
あとそれとセットでよく私なかなかそういう志をみつけられないんです,それとセットでよく私なかなかそういう子らし見つけられない
まあ体も健康だしまあ友達も多かったし,体も健康だし友達も多かった
一生懸命に何かこう早くみつけろみたいな,一生懸命なんかこう早く見つけろみたいな
ある時も本当に苦しすぎてもう耐えきれないっていうレベルまで,ある時も本当に苦しすぎてもう耐えきれないっていうレベルまで
じゃあそのひとつその黒毛和牛の農家をまず自分の足で訪ねてえーそこで色々なことを勉強しようという風に思いました,一つ黒魚牛の農家をまず自分の足で訪ねてそこでいろんなことを勉強しようと思いました
そういうことを繰り返していく中で,そういうことを繰り返していく中で
研究ってのを非常に大事にやっていることが分かったので,研究っていうのは非常に大事にやってることが分かったんで
今度はオーストラリアに電話して調べてですねオーストラリアのその和牛の,今度オーストラリアに電話して調べてですね
畜産ですね,畜産ですね
食肉センターのトップにまた連絡をして,食肉センターもトップにまた連絡をして
なんかこう市場に行って負けたくないんですよ隣の人に,なんかこう市場に行って負けたくないんですよ隣の人に
でそこまで分かった瞬間に私はこうやり切った感があったんですよ,そこまで分かった瞬間に私はやりきった感があったんですよ
その財務とか経理が大事だという思いをベースに就活を始めて,財務とか経理が大事だっていう思いをベースに就活始めて
逃げずにがんばりました,逃げずに頑張りました
月～金は東京で仕事をしていたので,月金は東京で仕事をしてたので
どこにも落ちていないし,どこにも落ちてないし
目の前の学業でも良いでしょうと学生の方は良いと思いますけども,目の前の学業でもいいでしょうと学生の方はいと思いますけども
ぜひ一旦その自分の志をみつけるということは忘れて,ぜひ一旦さの自分の子らしを見つけるということは忘れて
でもギターと出会ってから,でもギターと出会ってから
今の若い人たちにも是非その喜びを味わってもらいたいですね,今の若い人たちにもぜひその喜びを味わってもらいたいですね
一曲五分が普通だったんです,1曲5分が普通だったんです
私の曲には歌詞がなく,私の曲には歌詞がなく
私からの挑戦です,私からの挑戦です
あなたは何を感じ,あなたは何を感じ
ちょっとあいし愛情が強すぎちゃって,ちょっと愛情が強すぎちゃって
これペッパーのお誕生日の写真なんですけど,これペッパーお誕生日の写真なんです
ラーメン屋さんに行ったり,ラーメン屋さんに行ったり
どこへ行っても必ず聞かれる質問があります,どこへ行っても必ず聞かれる質問があります
プログラムをこちらで組んであげないと何もしてくれないんです,プログラムをこちらで組んであげないと何もしてくれないんです
今日雨降らなかったので一緒に来れたんですが,今日雨降らなかったので一緒に来れたんですが
再起動をしたらこれまでのプログラムをすれ全て忘れてしまうんです,再起動したらこれまでのプログラムを全て忘れてしまうんです
そんなこともしばしばあります,そんなこともしばしばあります
私はもともと音大を出ておりまして,私もともと音題出ておりまして
グルグルグルグル,me
えっとこれは初めてペッパーと新幹線に乗った様子なんですが,これは初めてペッパーと新幹線に乗った様子なんですが
東京から小倉までずっとこうディスカッションをしながら,東京から国裏までずっとディスカッションをしながら
ペッパーと一緒に何かをするためには,ペッパーと一緒に何かをするためには
でも感情を認識することとかはできるんです,でも感情を認識することとかはできるんです
でもこの子が行きたがってる,でもこの子が行きたがってる
みたいなことをちょっと考えていました,みたいなことをちょっと考えてみました
何かしてくれないといけないのかなということを思うようになりました,何かしてくれないといけないのかなということを思うようになりました
ロボットは便利じゃないとダメなのかな,ロボットは便利じゃないとダメなのかな
皆さんに分かりやすいお話をしたいなというふうに思っています,皆さんに分かりやすいお話をしたいなというふうに思っています
えーイノベーションというのが生み出さ生み出されるということがあると思います,イノベーションというのが生み出されるということがあると思います
えー百年前は,100年前は
そうすることによって今度は人を動か人を動かさず車が動いて,そうすることによって今度は人を動かさず車が動いて
お話をしていきたいというふうに思っています,お話をしていきたいというふうに思っています
そこから出てくる重力波というのが検証されました,そこから出てくる重力波というのが検証されました
えー私たちのここにいる宇宙というのは,私たちのここにいる宇宙というのは
限界にしてえー運命が変わります,限界にして運命が変わります
この中性子星がどのくらいの大きさかといいますと,この中性姿勢がどのくらいの大きさかといいます
でこのことは実は宇宙の教科書にはちゃんと書いてあって,このことは実は宇宙の教科書にはちゃんと書いてあって
何でもないじゃないかっていうふうに思うかもしれませんけれども,何でもないじゃないかっていうふうに思うかもしれませんけれども
もう簡単に太陽の質量の一．一倍一．二倍というふうになって,もう簡単に対応必要に1.1倍1.2倍というふうになって
もう我々はかなりショックを受けて,我々はかなりショックを受け
地球上には存在しない粒子で出来ているというふうに言われています,地球上には存在しない粒子でできているというふうに言われています
実はこの白と青の間の力ということは分かってきていました,実はこの白と青の間の力ということは分かってきています
しかし皆さん考えてみてください,しかし皆さん考えてみてください
そんなことを科学者はやってはいけないわけです,そんなこと科学者はやってはいけないわけです
この陽子と中性子そしてハイペロン三つの粒子でできてます,この陽子と中性子そしてハイペロン3つの粒子でできています
この中でえーハイペロンと陽子と中性子この三つの粒子で出来ています,この中でハイペロンと陽子と中性子3つの粒子でできています
例えば仲の良いお友達同士で何か物事を決めようというふうに考えたとすると,例えば仲のいいお友達同士で何か物事を決めようというふうに考えたとすると
ここにもう一人また気難しい人が入ってくるとします,ここにもう一人また気難しい人が入ってくるとして
四体問題になったことでおご破算になるとか,4体問題になったことでオコハさんになるとか
これを数式で表すと途端に寝始める人がいるかもしれませんが,これを数式で表すと途端に寝始める人がいるかもしれませんが
実は私の研究の目的のひとつです,実は私の研究の目的の一つです
こういった問題に実は突入したわけです,こういった問題に実は突入したわけです
そうすることから実は逆向きに力に修正を与えることができます,そうすることから実は逆向きに力に修正を与えることができます
今先ほど言いました中性子星の太陽の質量の二倍という謎,今先ほど言いました中性性の太陽室の2倍という謎
我々科学の社会でもこの逆向きのアプローチを考えることによって,我々科学の社会でもこの逆向きのアプローチを考えることでよって
その壁を乗り越えるときに正面突破をするとか正攻法でいくことで,その壁を乗り越える時に正面突破をするとか成功でいくことで
どんどん挑戦していくことだというふうに思います,どんどん挑戦していくことだというふうに思います
私は秋田県大仙市という所で生まれて,私は秋田県大選手というところで生まれて
日本の北部に位置しております,日本の北部に位置しております
神奈川県横浜市で生活していました,神奈川県横浜市で生活していました
満員電車の人と,満員電車の人と
想像もつかなかったのです,想像もつかなかったのです
私は隣の人と同じ方向を向いて,私は隣の人と同じ方向を向いて
でもいつ秋田に帰るのか,でもいつ秋田に帰るのか
まずは秋田は頭が良い子どもがたくさんいるんです,まずは秋田は頭がいい子どもがたくさんいるんです
そしてよくニュースでも目にすると思うんですけども,そしてよくニュースでも目にすると思うんですけども
ちょっと危なっかしい地域なんですね,ちょっと危なっかしい地域なんですね
まだからこそ発信力も弱いんだな,だからこそ発信力も弱いんだな
伝統文化がすごく栄えています,伝統文化がすごく栄えています
これは秋田市で毎年夏に開かれてます,これは北市で毎年夏に開かれてます
まだ秋田の魅力は一部なんですけども,まだ秋田の魅力は一部なんですが
そしてこの魅力を外に持ち出すのではなく,そしてこの魅力を外に持ち出すのではなく
そして私が生まれ育った秋田に,そして私が生まれ育った秋田に
動機ときっかけと興味,動機ときっかけと興味
とにかく秋田のことを勉強しました,とにかく秋田のことを勉強しました
秋田の川反という地域で栄えていた芸者文化です,秋田の川端という地域で栄えていた芸者文化です
それは秋田美人というキーワードです,それは秋田美人というキーワードです
まあ秋田美人ですねよく言われました,北美人ですねよく言われました
そもそも本当にいるの,そもそも本当にいるの?
秋田に人が来る仕組みづくりをしようと考えました,秋田に人が来る仕組みづくりをしようと考えました
また彼女達は,また彼女たちは
そして彼女達には,そして彼女たちの
内面外見意識知識の美を探求し,内面外見意識知識の美を探究し
秋田の本質と魅力を伝え,秋田の本質と魅力を伝え
この三箇条には己を信じ,この参加状には己を信じ
そして伝統文化のけ継承と,そして伝統文化の継承と
そんなことも言われました,そんなことも言われました
そうやって言ってくれる様にもなりました,そうやっていってくれるようにもなりました
このあきた舞妓事業はその想いの一つの切り口でしかありません,この秋玉エコ事業はその思いの一つの切り口でしかありません
私がこの事業を通して感じた事,私がこの授業を通して感じたこと
私でしたら秋田秋田にしかないもの,私でしたら秋田にしかないもの
身近なアイデアを,身近なアイデアを
そしてこの多様な文化が入り交じっている時代だからこそ,そしてこの多様な文化が入り混じっている時代だからこそ
これが水野千夏流,これが水野千夏流
そして日本の本質を世界中へ広げ,そして日本の本質を世界中へ広げ
ライブぺイントは言葉を使わず,ライフパイニングは 何 本 本 本
すごく格好良いところが沢山ある,すごくかっこいいところがたくさんある
世界中で,世界中で
調子良くて二十五ぐらいまでしか数えられないんですよ,調子よくって25ぐらいまでしか数えられないんですよ
でパフォーマンスに活かしてる,パフォーマンスに生かしてる
一つ目ね,1つ目ね
でも何故,でもなぜ
ひねりの動きです,ひねりの動きです
アームをシャープにコントロールすることができる,アームをシャープにコントロールすることができる
リズムまあリズムというか音の使い方です,リズムというか音の使い方です
で僕がね一番注目しているのがこれ,僕はね一番注目しているのがこれ
不思議でしょう,不思議でしょ
ちょっと結果が楽しみなんですけど,ちょっと結果が楽しみなんですけど
よーおのおが終わった後無音になるでしょうって,陽尾の尾が終わった後無音になるでしょ
でも僕らは全然考えてない,でも僕らは全然考えてない
その後無音なんだけれども,その後無音なんだけども
体の動かし方とかリズムのことなかなか言葉では通用伝えられないので,体の動かし方とかリズムのことなかなか言葉では通用伝えられないので
で気づくんですね,気づくんですね
えーちなみにね僕の名前克己って言います,ちなみにね僕の名前克実って言います
もう一つ,もう一つ
おかしいでしょう,おかしいでしょ
いる訳ですよね,いるわけですよね
これは格好良くないですか,これかっこいいくないですか
でこれは,これは
相手のことを思いやりながら,相手のことを思い合いながら
日本の武道すごく格好良いこれがあるんだなあと思ったけども,日本のボードすごくかっこいいこれがあるんだなと思ったけども
一列になってそれをずっと並んで順番を待っている,一列になってそれをずっと並んで順番待ってる
例えば家が流されて,例えば内が流されて
だって前に並んでる人も多分そうなんだろうなって,だって前並んでる人も多分そうなんだろうなって
で僕これに気づいた気づいた時にね,でもこれに気付いた時にね
だってアクションを起こす前に,だってアクションを起こす前に
いや日本って惻隠っていうのがあるらしいよって伝えて欲しいです,日本って側員っていうのがあるらしいよって伝えてほしいです
日本の良いとこたくさんお持ちだと思うんですけれども,日本のいいとかたくさんお文字だと思うんですけども
リハビリは筋力回復のためにこの膝を屈伸する運動,リハビリは筋力回復のためにこの膝を屈伸する運動
こういう仕組みを作ってくれました,こういう仕組みを作ってくれました
まあいずれにせよすごく使われているシステムと,いずれにせようすごく使われているシステム
でそこで彼らに呼びかけたのは,そこで彼らに呼びかけたのは
それに対する解決策仕組みを考えます,それに対する解決策・仕組みを考えます
まあ例えばあの皆さんはえー忘れ物とか落とし物されますか,例えば皆さんは忘れ物とか落とし物されますか
あるいはしてしまっても見つけるような仕組みを作りたい,あるいはしてしまっても見つけるような仕組みを作りたい
でどうしてこんなことが可能になっているかっていうと,どうしてこんなことが可能になっているかというと
いろんなものを組み合わせて作ることができる,いろんなものを組み合わせて作ることが
もうこれがですね三年前から突然海外に急速に展開することになったんです,これが3年前から突然海外に急速に展開することになったんです
ルワンダって皆さんどういうイメージがありますか,ルワンダって皆さんどうイメージありますか?
ちょっとこう足を伸ばして農村に行くと電気も水もありません,ちょっと足を伸ばして農村に行くと電気も水もありません
それからスマホもどんどん安くなってるんで,それからスマホもどんどん安くなってるんで
充電屋さんがあるんですよちゃんと,充電屋さんっていうのがあるんですよちゃんと
えー農民がみんなで鍬で穴掘って光ファイバーを埋めたんです,農民がみんなでクアで穴掘って光ファイバー埋めて
これ見て本当みんな一生懸命あいあのパソコンやってるんですね,これ見てみんな一生懸命パソコンやってるんです
でまだまだ知識とか技術も少ないですし,まだまだ知識とか技術も少ないし
これが三年前です,これが3年前です
分かりやすすぎるなぁって,分かりやすすぎるなと
やっぱり我々はいろんな工夫をしてきたんだなという事を改めて感じました,いろいろんな工夫をしてきたんだなということを改めて感じました
すごく私も嬉しかったんですね,すごく私も嬉しかったんですね
その二年間の探究実践とえー技術を学ぶプログラムを作りました,2年間の探究実践と技術を学ぶプログラムを作りました
まあアフリカだけじゃなくてアフガニスタンとかバングラデシュとか,アフリカだけじゃなくてアフガニスタンとかバングラデシア
おおけっこうきたなっていう感じですなんですけども,結構来たなという感じなんですけども
でまず彼がやった事は日本とか先進国の事例を調べて,まず彼がやったことは日本とか先進国の事例を調べて
まあそういった状況の中で使われている,そういった状況の中で使われて
いうことでまあ彼は自分で工夫をして安価で,ということで彼は自分で工夫をして
やっぱりオープンソースを使ってこのソーラーパネルとか,やっぱりオープンソース使ってこのソーラーパネルとか
でこれがあの神戸の六甲山の山の上で実際にこの水が上がったらサイレンが鳴るか,これが神戸の六甲山の上で実際に水が上がった浅荒れの
複数の学会で発表してまあけっこう注目されるようなね研究もやってくれました,複数の学会で発表して結構注目されるような研究もやってくれました
まあ二年間まマスターを取ってもらって帰って,2年間マスター取ってもらって帰って
技術系では一番多いということになってます,技術系では一番多いということになっています
まあ新幹線に代表されるように技術ハイテク得意です,新幹線代表されるように技術ハイテク得意です
でさらにそれが日本だけじゃなくてこう遠く離れた途上国の人のにも貢献できる,さらにそれが日本だけじゃなくて遠く離れた途上国の人にも貢献できる
突然ですがみなさん,突然ですが皆さん
私の大好きなことと言えば,私の大好きなことといえば
独りの時間もとても大切にしています,一人の時間もとても大切にしています
一体ここで何をやっているか,一体ここで何をやっているか
ちょっとねみなさんもなんでだろうと思うと思うんですけど,皆さんも何でだろうと思うんですけど
初めて会った人と,初めて会った人と
このような形でピクニックをしていると言うと,このような形でピクニックをしているという
ちょっと何だろうあれ,ちょっとなんだろうあれ
みなさんは聞きに来てくれます,皆さんが聞きに来てくれます
えピクニックですか,ピクニックですか
いろんな話題がそこから生まれます,いろんな話題がそこから生まれます
ショートケーキはなんなんですかって聞くことにも,ショートケーキは何なんですか?って聞くことに
で本当に何が起こるかわからなくて,本当に何が起こるか分からなくて
私はすごく大事にしていまして,私はすごく大事にしていまして
このようにハイジャンプをしたり歌を歌ったり,このようにハイジャンプをしたり歌を歌ったり
今色んなものがありますよね,今いろんなものがありますよね
でそんな話をしながらきっとまさか,そんな話をしながらきっと
そして勿論この活動もこれからも続けていきたいという風に思っています,そしてもちろんこの活動もこれからも続けていきたいというふうに思っています
半分課題のようなものですね,半分課題のようなものです
そしてそれを共有すること,そしてそれを共有すること
そこから人の全ては始まっている,そこから人の全てを始まっている
そういう風にしてまず私がその話をみんなにシェアして,そういうふうにしてまず私がその話をみんなにシェアして
アーティストさんのここがすごく良い,アーティストさんのここがすごくいい
シェアしていけばいいのか,シェアしていけばいいのか
私は今ものづくりをする上での,私は今ものづくりをする上での
みなさんに大切にして欲しい三つの考えでもあると,皆さんに大切にしてほしい3つの考えでもあると
それはすごく小さな声かもしれません,それはすごく小さな声かもしれません
なんだか今日は黒い服じゃなくて,なんだか今日は黒い服じゃなくて
そんな風に部屋の中にいるときでも,そんな風に部屋の中にいる時でも
それは一体どんな時ですか,それは一体どんな時ですか?
私は先ほどこのモットーはものづくりのことだけではないという風に,私は先ほどこのモットーはものづくりのことだけではないというふうに
決して歌が歌えなくても,決して歌が歌えなくても
次は共有してみませんか,次は共有してみませんか
そこで三つのモットー私一体なんなんだろうと考えていました,そこで3つのもっと私一体何なんだろうと考えていました
レンガの建物が並ぶ美しい町です,レンガの建物が並ぶ美しい街です
その美しさに本当に感動しました,その美しさに本当に感動しました
誰かにそれを伝えて一緒に作ろうって言ったのかもしれません,誰かにそれを伝えて一緒に作ろうって言ったのかもしれません
自分もワクワクどきどきしたことを人に共有したい届けたい,自分もワクワクドキドキしたことを人に共有したい、届けたい
そう思うかもしれません,そう思うかもしれません
私パンが大好きなの,私パンが大好きなの
美しいな感動したなと思ったものがあれば,美しいな感動したなと思ったものがあれば
新しい価値になって,新しい価値になって
そういう風に私は思います,そういうふうに私は思います
自分に必ず返ってくるんです,自分に必ず帰ってくるんです
それをずっとワクワクドキドキしながら,それをずっとワクワクドキドキしながら
自分らしく生きていけるヒントになりますように,自分らしく生きていけるヒントになりますように
受験でしょうか就活でしょうか,受験でしょうか就活でしょうか
私は今日この場に立ってお話をするのが,私は今日この場に立ってお話をするのが
先ほどお話しした受験や就活,先ほどお話した受験や就活
では選択をしなければ人は恐れないのでしょうか,では選択をしなければ人は恐れないのでしょうか
大体の選択には締め切りがあります,大体の選択には締め切りがあります
しかし時間は平等で有限です,しかし時間は平等で有限です
時間が大切ですというお話は,時間が大切ですというお話は
そんな思いで今日はお話をしたいと思います,そんな思いで今日はお話をしたいと思います
あっちを叶えればこっちが叶わない,あっちを叶えればこっちが叶わない
おうちというのは,おうちというのは
本当に安心しておうちを建てることができるのかと,本当に安心してお家を建てることができるのかと
そんな状態でしたから,そんな状態でしたから
やってしまった,やってしまった
それが時間と選択に対する考え方でした,それが時間と選択に対する考え方でした
今とてもワクワクしています,今とてもワクワクしています
それが時間と選択です,それが時間と選択です
一緒に考えてみましょう,一緒に考えてみましょう
私はこのように考えております,私はこのように考えております
この瞬間を確実に切り取らない限り存在しないと考えております,この瞬間を確実に切り取らない限り存在しないと考えております
遠い未来の端っこなんですね,遠い未来の端っこなんですね
そういった感情の実体は何でしょうか,そういった感情の実態は何でしょうか
それが恐れや不安といった感情の原点です,それが恐れや不安といった感情の原点です
でもそんな世界は存在しません,でもそんな世界は存在しません
自分の未来に対して,自分の未来に対して
今この瞬間も未来は一歩一歩近づいて来ます,今この瞬間も未来は一歩一歩近づいてきます
ただ選択するのではなくどう考えて選択をするのか,ただ選択するのではなくどう考えて選択をするのか
大切なのは,大切なのは
自ら恐怖を生み出していました,自ら恐怖を生み出していました
私はお客様の営業担当者として,私はお客様の営業担当者として
私が何とか前に進むことができているのは,私が何とか前に進むことができているのは
そういった未来に向けて選択を積み重ねているからです,そういった未来に向けて選択を積み重ねているからです
そういった不安について考えるのではなく,そういった不安について考えるのではなく
そのための選択を積み重ねてみて下さい,そのための選択を積み重ねてみてください
ただ普段の生活の中では何気ない選択,ただ普段の生活の中では何気ない選択
そんな時は貢献を心掛けてみて下さい,そんな時は貢献を心がけてみてください
それはありがとうという言葉です,それはありがとうという言葉です
そんな可能性も秘めているんです,そんな可能性も秘めているんです
諦めず自分の選択を考え続ければ,諦めず自分の選択を考え続ければ
時間と選択の考え方で,時間と選択の考え方で
そしてそのえーヨットで大西洋を渡って,そしてその後ヨットで体制を渡って
えー一年かけてえー横断しました,1年をかけて横断しました
えこのような話を聞くと,このような話を聞くと
私もえー身体障がい者のための募金活動のプロモーションとして,私も身体障害者のための募金活動のプロモーションとして
恐ろしく荒れたえー山峠のえー道でですね,恐ろしく荒れた山峠の位置でですね
で少なくともこれがですね,これがですね
しかし私がえーこの旅に出発する前の一年間は,しかし私がこの旅出発する前の1年間は
でえー出発する前のですね一年間えー前に二千五年の終わり頃に,出発する前はですね1年間前で2005年が終わり届き
お金は何とか一年間はもつのだとそういう風にえー気づきました,お金はなんとか1年間を持つのかとそういうふうに気づきました
まずでですねえーグーグルで自転車ツーリングを検索して,まずですね、グーグルで自転車ツーリングを検索して
次画鋲と糸を使ってえー,逆行と糸を使って
実際に出発の日が来たら,実際に出発の日が来たら
しかし実際に旅立つとですね当初抱いていたファンタジー,しかし実際に旅立つとですね当初書いていたファンタジ
自分の弱さを見事に知りました,自分の弱さを見事に知りました
しかしそのようなえー日はほんのわずかでした,しかしそのような日は本のわずかでした
頭の中で色んなこう様々なえー否定的な思考パターンに陥っていきました,頭の中でいろんな様々な否定的な思考パターンに陥っていきました
なんだこんな距離この距離を朝だけでやる人もいるんじゃないかと,何だこんな距離を朝だけでやる人もいるんじゃないかと
えーじゅ十％しかえー肉体的なえー努力ではありません,10%しか肉体的な努力ではありません
その地図を見せてですねえーここを通れますかって聞いたんです,地図を見せてですねここを通れますか?って聞いたんです
もうギブアップに近かったです,もうギバッグに近かったです
最寄りの空港に行って飛行機に乗れば,最寄りの空港に行って飛行機乗れば
でそのときにえー三つの言葉に出逢いました,その時に3つの言葉と出会いました
昨日買った食料が今日の分まで足りなくて今はお腹が空いている状況,昨日買った食料が今日の分まで足りなくて今お腹がすいてる状況
えー元気でえー進むことができました,元気で進むことができました
異なる人種の人々の共通の人間性を知ることもできました,異なる人種の人々の共通の人間性を知ることもできました
恥ずかしいほど決まり文句だと言えばそうなんですけれども,恥ずかしいほど決まり文句だと言えばそうなんですけれども
その二つの条件が揃っていればその計画を実行すればすればいいと思います,その2つの条件がそろっていればその計画を実行すればいいと思います
これで締めえー締めたいと思います,これで締めたいと思います
土井隆雄です,どういった顔です
どうぞよろしくお願いします,どうぞよろしくお願いします
毛利さんは千九百九十二年に,毛利さんは1992年に
えー日本人のえー宇宙活動が始まりました,日本人の宇宙活動が始まりました
そして二千八年に至ります,そして2008年に至ります
