gt_text,pred_text
今日はちょっぴり特別な自分に出会いたいそんな思いでここに来ました,今日はちょっぴり特別な自分に出会いたいそんな思いでここに来ました。
また皆さんは高校生時代に何人大人の知り合いがいましたか,また皆さんは高校生時代に何人オトナの知り合いがいましたか?
またなぜそんなにたくさんの大人の人と出会ってきたのか,またなぜそんなにたくさんの大人の人と出会ってきたのか。
月曜日は古文で始まり金曜日は数学で終わる,月曜日は子分で始まり金曜日は数学で終わる。
もったいないな何かしたいなとも思い始めていました,もったいないな何かしたいなとも思い始めていました。
面白い人ってどんな人なんかなと,面白い人ってどんな人なんかなと。
大学生の中に私も混じってみたい,大学生の中に私も交じってみたい。
本当に熱い目をして語っていました,本当に熱い目をして語っていました。
今でもどうしても忘れることができません,今でもどうしても忘れることができません。
なぜならこれらのかっこいいと心から思える大人は,なぜならこれらのかっこいいと心から思える大人。
中馬さんにも出会うことができませんでした,中馬さんにも出会うことができませんでした。
聞いて欲しいなと思います,聞いてほしいなと思います。
私は自然とこのサイクルを繰り返していました,私は自然とこのサイクルを繰り返していました。
それはなんとなーく行動してみるということです,それは何となく行動してみるということです。
いつも違うこといつもと違うことをすることでスッキリ解決されます,いつも違うこといつもと違うことをすることですっきり解決されます。
人と会うということです,人と会うということです。
いつもと違うところへ一歩踏み出してみて欲しいんです,いつもと違うところは一歩踏み出してみてほしいんです。
ハマっていることを知る,ハマっていることを知る。
心の琴線に触れてくるものだったり,こころの琴線に触れてくるものだったり。
先ほどとは逆に人と会って話して,先ほどとは逆に人と会って話して。
こういった自分がわくわくするものやわくわくすることをたくさん集めてきて,こういった自分がワクワクするものやワクワクすることをたくさん集めてきて。
その一歩を踏み出すことが大切なんです,その一歩を踏み出すことが大切なんです。
分からないだけじゃなくて分からないことにも気が付けない,分からないだけじゃなくて分からないことにも気が付けない。
そういう自分だけの感覚っていうのがどんどん見えてくると思います,そういう自分だけの感覚っていうのがどんどん見えてくると思います。
ずっと同じ作業を繰り返すよりも,ずっと同じ作業を繰り返すよりも。
人と会うことで,人と会うことで。
自分のわくわくの輪郭を広げていく中で,自分のワクワクの輪郭を広げていく中で。
描くことで理解を深めたりその場を促進したりする手法にハマっています,書くことで理解を深めたりその場を促進したりする手法にハマっています。
私がグラレコにハマっていることを知ったまた別の人が,私がグラレコにハマっていることを知ったまた別の人が。
自分のわくわくの輪郭を広げていきたいです,自分のワクワクの輪郭を広げていきたいです。
だからわくわくの輪郭が広がっていくことは,だからワクワクの輪郭が広がっていくことは。
はじめましての力をちょこっと借りることもお忘れなく,はじめましての力をちょこっと借りることもお忘れなく。
目の前の壁にさえぎられて,目の前の壁に遮られ
繋がりだす,つながりです。
え皆さんは六％と聞いて少ないと感じますか,皆さんは6%と聞いて少ないと感じます。
インクルージョンな世界をあー強く願っています,インクルージョンな世界を強く願っています。
えー今から六年前,今から6年前。
え僕らに持っていないものにも気づくことができて,僕らに持っていないものにも気付くことができて。
僕はラップというツールを使って,僕はラップというツールを使って。
えー福祉発信メディアを立ち上げました,福祉発信メディアを立ち上げました。
あらゆる声を集めて,あらゆる声を集めて、
ファタファタファタタタタ,マスターマスターアスタマンター!
ドラえもんにお願いだあ,ドライブお願いします!
日々模索しております,日々、模索しております。
あいうえおと言いますので,あいうえおうといいます。
あいうえおって返してみてください,この歩み寄って返してみてください。
エヨーさしすせそ,エイオブザンスですよ!
ラップを通じて,ラップを通じて。
聴いてください,聞いてください。
時計の針が動き出した,時計の針が動きだした
周りの人達がなぜだか,周りの人確かなぜだか
あの山の頂上登って,あの山の長女の法廷
マイライフ支えてくれた仲間や,お前さん支えてくれた仲間や
あれから流れる時が,あれから流れるときが
悔しくて涙した,悔しくて涙した
みんなの夢が詰まってんだ,みんなの夢が詰まってんだ
そりゃ夢に決まってんだろ,そら夢に決まってんだ
出来るから,できるかな?
ここから飛ばしてしまおう,ここから飛ばしてしまおう
そりゃ夢に決まってんだろマイライフ,空夢に決まってんらの前だ
夢と現実どっちかって,夢と現実と違って
音楽は既にあるものではなく共に作っていくものだということです,音楽は既にあるものではなく共に作っていくものだということです。
なぜ自分が賞をもらえているのか分からない,なぜ自分が賞をもらえているのか分からない。
私は大学に入って専門に研究を行うようになりました,私は大学に入って専門に研究を行うようになりました。
それこそ本物の音楽かもしれないと考えました,それこそ本物の音楽かもしれないと考えました。
一緒に探し求めていけるのではないかと思いました,一緒に探し求めていけるのではないかと思いました。
私はとても焦りました,私はとても焦りました。
高い声でまいにちまいにちと声を重ねてきました,高い声で毎日毎日と声を重ねてきました。
サイバーギターと呼んでいたのですが,サイバーギターと呼んでいたのですが。
あとで循環呼吸という特殊な奏法だということを知りました,あとで循環呼吸という特殊な走法だということを知りました。
またもう一方で即興音楽のフィールドに身を置き,またもう一方で即興音楽のフィールドに身を置き
とても素敵に音楽が聞こえてくるのではないかという風に考えました,とても詩的に音楽が聞こえてくるのではないかというふうに考えました。
という風に考えました,というふうに考えました。
同じ大学院の仲間と一緒に新しい音楽表現を開拓しようという,同じ大学院の仲間と一緒に新しい音楽表現を開拓しよう。
とても不安に思ったようです,とても不安に思ったようです。
少し後で小さな音がプスと鳴るだけだったり,少しあとで小さな音がプスッと鳴るだけだったり。
思ったようには全然いかなかったようです,思ったようには全然いかなかったようです。
そもそもの間違いだったようです,そもそもの間違いだったようです。
ある舞台では掃除機を持ってアンサンブルをしたのですが,ある舞台では掃除機を持ってアンサンブルをしたのですが。
でも実際にこうやって舞台に立って一緒に演奏に加わったり,でも実際にこうやって舞台に立って一緒に演奏に加わったり。
音楽に対する考え方が,音楽に対する考え方が
それから舞台に出ても演奏中にだんだん寝てしまう人もいます,それから舞台に出ても演奏中にだんだん寝てしまう人もいます。
ワークショップを続けているのですが,ワークショップを続けているのですが。
思うようになりました,思うようになりました。
音楽とは何かという前提を外して一から始めてみると,音楽とは何かという前提を外して一から始めてみると。
大地への着地を合図に,大地への着地を合図に。
揺らめく霧立ちのぼる風,岩根月の立ち上る風。
目の前を行き交う数隻の船,目の前を行き交う水石の海。
心の満腹感を与えてくれるお袋の味,心の満腹感を与えてくれるおふくろの味。
そしてそれを共有する家族や友人という仲間が集う場,そしてそれを共有する家族や友人という仲間が集う場。
暮らしあってこその人せ仕事暮らしあってこその人生,暮らしあってこその仕事暮らしあってこその人生。
家庭こそが家族の幸せの製造工場工場だと,家庭こそが家族の幸せの製造工場だと。
私達が置き忘れてきてしまった生活価値,私たちが置き忘れてきてしまった生活価値。
このビジョンのもと千九百八十六年,このビジョンのもと1986年。
そのアンペイドワークをペイドワークにする,そのアンペイドワークをペイドワークにする。
信念と執念が,信念と執念が。
暮らしの価値を唱える者として,暮らしの価値を唱える者として。
株式会社クラッシーは社会企業ソーシャルビジネス,株式会社クラッシーは社会企業ソーシャルビジネス。
今時代は,今、時代は。
この現実が求めるものは,この現実が求めるものは。
主フ力と私達がとらえているからですので,主婦力と私たちが捉えているからですので。
家族のために注がれる家族愛という心の力です,家族のために注がれる家族愛という心の力です。
朝は自分の身支度に子供の身支度とお弁当作り,朝は自分の身支度に子どもの身支度とお弁当作り。
お掃除やお洗濯は家事サービスを活用することでしのぎ,お掃除やお洗濯は家事サービスを活用することでしのぎ
年末の大掃除や親の病院の付き添い,年末の大掃除や親の病院の付き添い
特に大きい家事重い家事ほど大変だと感じます,特に大きいかじ重いかじほど大変だと感じます。
ここで明日への活力が醸成されます,ここで明日への活力が醸成されます。
自分の家族に向けて発揮してきた主フ力を,自分の家族に向けて発揮してきた主婦力を。
家事を細分化し分類し分析する,火事を細分化し、分類し、分析する。
心に汗することができるようなサービス環境を担保する,心に汗することができるような性別環境を担保する。
さらに業界の活性化とともに,更に業界の活性化とともに
おそらくありませんよね,恐らくありませんよね。
普通に考えると非効率そのもの,普通に考えると非効率そのもの。
そういったビジネスのプロセスを,そういったビジネスのプロセスを。
今この時生活価値暮らしのすてきに,今この時生活価値暮らしのすてきになっています。
いれる理由っていうのはですねやっぱ人との出会いといいますか,入れる理由っていうのはやっぱ人との出会いといいますか。
このステージに立っているんですけども,このステージに立ってるんですけども。
すごく大きな出会いがあってトランペットを始めたんですけども,すごく大きな出会いがあって、トランペットを始めたんですけども。
まあ少しでも自然に触れてその病弱な体質を治そうとしてくれたんですけども,少しでも自然に触れてその病弱な体質を治そうとしてくれたんですけども。
すごく川とかも近くにあって,すごく川とかも近くにあって。
なんとそこでフェスティバルをやってたんですね,なんとそこでフェスティバルをやってるんですね。
山を駆け上ってきたんですけども,山を駆け登ってきたんですけど。
ここでも充分だからあの楽しいですよって答えたら,ここでも十分だから楽しいですよって答えて。
ニューポートジャズフェスティバルイン斑尾というフェスティバルでした,ニューポットジャズフェスティバルにまだろうというフェスティバルでした。
やはりすごく人の繋がりは大事だなと,やはりすごく人のつながりは大事だと。
あのジプシージャズというま音楽を中心に色んなまあ国の音楽を取り入れて,ジプシージャズという音楽を中心にいろんな国の音楽を取り入れて。
そういうとこでえー音楽も一緒に楽しんでもらう,そういうとこで音楽も一緒に楽しんでもらう。
そしたらじゃあすごいギタリストを知ってるんで紹介します,そしたらじゃあすごいギタリストを知ってるんで紹介します。
まあこう見えて最年少です,こう見えて最年少です。
大きな影響悪い影響があるかっていうのは,大きな影響、悪い影響あるか。
あの出会いすごかったな,あの時代すごかったな。
まあ一回一回のまあ出会いえー繋がりそういうものはやっぱ大事だなって,一回一回の出会い、つながり、そういうものがやっぱ大事だなって。
今日はえー最後までえー思いきって演奏したいなという風にえー思ってるんですけども,きょうは最後まで思い切って演奏したいなというふうに思ってるんですけども。
時間をかけて人の手によって作られたその砂絵は,時間をかけて人の手によって作られたその砂絵は。
サンドアートはまるで人生そのもののようです,さとあとはまるで人生そのもののようです。
重度の身体障害者の子どもの動かない手が動き,重度の身体障害者の子どもの動かない手が動き。
いいんですよ消すのもまたサンドアートですから,いいんですよ消すのもまたサンドアートですから。
誰しもが幼少期に体験する砂遊び,誰しもが幼少期に体験する砂遊び。
砂よりも更に小さく砕かれた状態の物質とは,砂よりも更に小さく砕かれた状態の物質とは。
それを知って私はますますこのことばをチーム名にしたいと思いました,それを知って私はますますこの言葉をチーム名にしたいと思いました。
嘘でしょうと思われる方もいるかもしれませんが本当なんです,うそでしょと思われる方もいるかもしれませんが本当なんです。
子供たちと一緒に思いっきり体を動かし,子どもたちと一緒に思いっきり体を動かし。
そこには私が大切にしている,そこには私が大切にしている。
いわば看板犬ならぬ看板娘でした,いわば看板犬ならぬ看板娘でした。
なぜそうコロコロ言うことが変わるのかと質問すると父は,なぜそうコロコロ言うことが変わるのかと質問すると父は。
中学校の終わりの頃には自ら福島を飛び出し,中学校の終わりの頃には自ら福島を飛び出し。
ある日突然旅行先で亡くなりました,ある日突然旅行先で亡くなりました。
全く現実味がありませんでした,全く現実味がありませんでした。
父の実家は福島県いわき市,市の実家は福島県いわき市。
倒壊した店舗で最初に始めたのは,倒壊した店舗で最初に始めたのは。
世界中から多くのアスリートも支援に来てくれました,世界中から多くのアスリートも支援に来てくれました。
レジェンドに背中を押されボールでパスを始めた時,レジェンドに背中を押されボールでパスを始めた時。
スポーツには人を笑顔にする力がある,スポーツには人を笑顔にする力がある。
そしてその子供たちを見た時,そしてその子どもたちを見た時。
エネルギーが湧いてきたのです,エネルギーが湧いてきたのです。
これほど重要なことか私は改めて実感することになります,これほど重要なことか私は改めて実感することになります。
中でも最も力を入れているのが小学生を対象としたスポーツキャンプです,中でも最も力を入れてるのが小学生を対象としたスポーツキャンプです。
夜は英語での交流会を行うなど,夜は英語での交流会を行うなど。
キャンプに参加しているボランティア我々スタッフはある意味死に物狂いです,キャンプに参加しているボランティア我々スタッフはある意味死に物狂いです。
スポーツキャンプが子供たちの成長に大きな影響を与えてることを,スポーツキャンプが子どもたちの成長に大きな影響を与えてることを。
スポーツが国際社会を継続的に,スポーツが国際社会を継続的に生きる。
チャレンジすることを怖がらず,チャレンジすることを怖がらず。
東日本大震災で多くを失い,東日本大震災で多くを失い。
日々変化し進化し成長して今を迎えていることと思います,日々変化し進化し成長して今を迎えてることと思います。
変化進化成長,変化進化成長。
私は今夫婦でケーキ屋を営んでいます,私は今夫婦でケーキ屋を営んでいます。
通勤や買い物の途中で寄る人,通勤や買い物の途中で寄る人。
血糖値が上がりにくい材料を使った,血糖値が上がりにくい材料を使った。
お店を始めてから起こった出来事を,お店を始めてから起こった出来事を。
それとも,それとも。
体調の異変に襲われました,体調の異変に襲われました。
一型糖尿病と診断されました,1型糖尿病と診断されました。
インスリンの注射と,インスリンの注射と。
私のように大人になってから発症することもあります,私のように大人になってから発症することもあります。
インスリンの注射を打つことになります,インスリンの注射を打つことになります。
将来合併症になるのではないかという不安を抱え,将来合併症になるのではないかという不安を抱え。
友人や家族と,友人や家族と。
日々の血糖値を測るのをやめ,日々の血糖値を測るのをやめ。
私のことを誰も知らない世界に行こうと思い,私のことを誰も知らない世界に行こうと思い
海外で二ヶ月近く現実逃避しても心は晴れず,海外で2か月近く現実逃避しても心は晴れず。
結局私は逃げているだけで,結局私は逃げているだけで。
これなら罪悪感なく食べられる,これなら罪悪感なく食べられる。
ワクワクしながら,ワクワクしながら。
遂には,ついには
飲食店に勤めている親の紹介で,飲食店に勤めている親の紹介で
何をしたいのかさえ分かりませんでした,何をしたいのかさえ分かりませんでした。
やる気も自信も無いままお菓子を作り,やる気も自信もないままお菓子を作り
そうして半年ほどたった頃,そうして半年ほどたった頃。
人に作ってもらったからなのか,人に作ってもらったからなのか。
嬉しくなりました,うれしくなりました。
心に余裕が出始めました,心に余裕が出始めました。
オープンして間もない頃,オープンして間もない頃。
自分が糖尿病だと話すことに抵抗があり,自分が糖尿病だと話すことに抵抗があり。
テレビで放映されたところ,テレビで放映されたところ。
みんなストレスを抱えていて,みんなストレスを抱えていて。
そう言って,そう言って。
病気のことを,病気のことを
私だけでなくお店に訪れるお客さんにも,私だけでなくお店に訪れるお客さんにも。
悩みは尽きないようなのです,悩みは尽きないようなのです。
大量のケーキを買っていくということです,大量のケーキを買っていくということです。
病気という現実から目を背けるための,病気という現実から目を背けるために。
病気から逃げていた過去の自分と彼女が重なり,病気から逃げていた過去の自分と彼女が重なり。
心配していた,心配していた。
私はハッとしました,私はハッとしました。
糖尿病でも人生は楽しめるんだと感じてもらい,糖尿病でも人生は楽しめるんだと感じてもらい。
これって私が大好きな,これって私が大好きな。
たくさんおしゃべりをして,たくさんおしゃべりをして。
同じ悩みを抱える人同士がつながり,同じ悩みを抱える人同士がつながり。
そう言って何度も来てくれる奥さん,そう言って何度も来てくれる奥さん。
私たちに気持ちを打ち明けてくれる人もいます,私たちに気持ちを打ち明けてくれる人もいます。
今では,今では
糖尿病を発症した当初,糖尿病を発症した当初。
周りがそう言うからとか,周りがそう言うからとか。
身の周りで起こるかもしれません,身の回りで起こるかもしれません。
心の内を共有し,心の内を共有し。
楽しい働き方のお話をしたいと思います,楽しい働き方のお話をしたいと思います。
大体皆さんってあの会社でどのくらい時間を過ごしているかって,大体皆さんって会社でどのくらい時間を過ごしているか。
八万時間ってかなり長い時間になりますよね,8万時間ってかなり長い時間になりますよね。
突然失われてしまうっていうこともあります,突然失われてしまうっていうこともあります。
今毎月ですね七百社ぐらいが倒産してます,今毎月ですね700社ぐらいが月で倒産してます。
いらっしゃいますね,いらっしゃいますね。
年の暮れからですね,年の暮れからですね
だけどずーっとその会社で頑張って働いてきた,だけどずっとその会社で頑張って働いてきた。
急に困った顔をしてですね毎日相談来るんです,急に困った顔をしてですね毎日相談来るんです。
でオジサンたちが言うんですよねあの,おじさんたちが言うんですよね。
えーっとそこの仕事を続けられないというふうなことになりました,そこの仕事を続けられないというふうなことになりました。
でえーっと面白そうだなと思ったらえいやってやってみて,で面白そうだろうと思ったらエイヤーとやって。
でやりながら調整していくんです,でやりながら調整していくんです。
新しさなんていらない,新しさなんていらない。
でこの二社全く真逆の考え方で,この2社全く真逆の考え方で。
で言われるんです,で言われるんです。
でも積み上げって全くちょっと分かんなくてですね,積み上げって全くちょっと分かんなくてですね。
原価をひとつひとつ細かく計算してそれをこう積み上げていって合算する,原価を一つ一つ細かく計算してそれをこう積み上げてって合算する。
その原価をどういうふうに積み上げますか,その原価をどういうふうに積み上げますか。
よその箱の中の理由理屈って全然分からなくてですね,よその箱の中の理由理屈って全然分からなくてですね。
両方の視点とても大事だと思うんですよね,両方の視点とても大事だと思うんですよね。
そういったことをきっかけに僕は身に付けられたので,そういったことをきっかけに僕は身につけられたので。
一つの箱の中だけに入っていると見えないことがいっぱいあります,1つの箱の中だけに入っていると見えないことがいっぱいあります。
まあただ社外の新しい視点を取り入れるためにはいくつか方法があります,社外の新しい視点を取り入れるためにはいくつか方法があります。
このハイブリッドキャリアというものです,このハイブリッドキャリアというものです。
会社の働き方ってのがあります,会社の働き方っていうのがあります。
これ例えば異業種交流会に行くと,こういう例えば異業種交流会行くと。
いいとこ取りをすることができます,いいとこ取りをすることができます。
新しい仕組みとか取り組みっていうのを作っていって発信していくと,新しい仕組みとか取り組みっていうのを作っていって発信していくと。
フィリピンの山岳少数民族の人たちの竹音楽の文化を,フィリピンの山岳少数民族の人たちの竹音楽の文化
会社の仕事一つと社外活動二つ,会社の仕事一つと社外活動2つ。
でたまたまその中で面白い働き方を実践していたり,でたまたまその中で面白い働き方を実践していたり。
常にこうあらあのいろんな知識が必要になってきます,常にいろんな知識が必要になってきた。
新しい何かサービスがあってもお試しでやるってのはちょっと難しいんです,新しい何かサービスがあってもお試しでやるっていうのはちょっと難しいんです。
でそのことは会社に持ち込んでえーまあ持ち帰ってですね,そのことは会社に持ち込んで持ち帰ってですね
全然関係ないものを並行したりしながらやってくので,全然関係ないものを並行したりしながらやっていくので。
結構つながってます,結構つながってます。
そういったですね一見関係なさそうなものから相乗効果を生み出して,そういった一見関係なさそうなものから相乗効果を生み出した。
ＮＰＯとか社会事業ってハードル高いよって思う方って多いと思います,NPOとか社会事業ってハードル高いよって思う方って多いと思います。
あの食料品とか生活用品を共同購入する集まりに顔出すようになったんですね,食料品とか生活用品共同購入する集まりに顔を出すようになったんですね。
えー勇気を持ってちょっと顔を出してみるというところから始めてください,勇気を持ってちょっと顔を出してみるというところから始めて下さい。
そのために社員にこうハイブリッドキャリアを推奨してですね,そのために社員にハイブリッドキャリアを推奨してですね
いろんな自分たちの競争力活力に変えるっていうことができます,いろんな自分たちの競争力活力に変えるっていうことができます。
じゃあ僕やりますって言う社員さんがいるかというと,じゃあ僕やりますっていう社員さんがいるかと。
なのでえーこれから活躍してもらいたいなっていうふうな社員さんを外に出してですね,なのでこれから活躍してもらいたいなっていうふうな社員さんを外に出してですね。
さてえー最後になりますが,さて最後になりますが。
その中でいろんな活動や知識や経験を積んできた人というのは,その中でいろんな活動や知識や経験を積んできた人というのは。
世の中みんなで活用できるようにならなきゃいけないというふうに思います,世の中みんなで活用できるようになんなきゃいけないというふうに思います。
あちこちをキラキラと輝かせていただければ,あちこちをキラキラと輝かせていただきます。
こんにちは東京大学の鳴海拓志と申します,こんにちは東京大学の鳴る三宅治と申します。
こういう家庭用のゲーム機で使えるヘッドマウントディスプレイが売り出されたり,こういう家庭用のゲーム機で使えるヘッドマウントディスプレーが売り出されたり。
この中でバーチャルリアリティ聞いたことある方,この中でバーチャルリアリティー聞いたことあるか?
もう研究者って何にもやることないんじゃないのって,もう研究者って何にもやることないんじゃないの。
でこの限界を突破したい時にどういうことをできるかってことを,この限界を突破したい時にどういうことをできるかってことを。
もしみなさんのご家庭で,もし皆さんのご家庭で。
三メートル×三メートルぐらいしか動けなくて,3メートルかけ3メートルぐらいしか動けなくて。
でもヘッドマウントディスプレイを掛けた人には真っ直ぐな壁が見えている,でもヘッドマンツディスプレーをかけた人にはまっすぐな壁が見えている。
こういう状況です,こういう状況です。
ということが分かります,ということが分かります。
目で見て信じているとか触って信じているっていうことがすごく強いので,目で見て信じているとか触って信じているということがすごく強いので。
いきなりチョコレートのクッキーに変わる,いきなりチョコレートのクッキーに変わる。
でチョコレートの見た目でチョコレートの香りを感じながら食べると,チョコレートの見た目でチョコレートの香りを感じながら食べると。
全く同じものを食べてるのに急にアーモンドクッキーになったり,全く同じもの食べてるのに急にアーモンドクッキーになったり。
そういうところを考えてみると,そういうところを考えてみると。
最近の脳科学とか認知科学の研究のおかげで,最近の脳科学とか認知科学の研究のおかげで。
もう脳がそこで複雑な処理をするよりも,もう脳がそこで複雑な処理をするよりも。
出すのが難しい感覚でも意外と簡単に出せたりする,出すのが難しい感覚でも意外と簡単に出せたりする。
もう一個例を紹介してみましょう,もう一個例を紹介してみましょう。
学生さんにおやつ食べ放題の実験があるんだけど来るって言ったら,学生さんにおやつ食べ放題の実験があるんだけど来る?って言ったら。
なのでまあこのひ子は結構効きやすい子だったんですけれど,なのでこの子は結構聞きやすい子だったんですけれど。
言っているわけで本人は無意識に食べる量を変えているわけです,言ってるわけで本人は無意識に食べる量を変えてるわけです。
何グラム食べましたとか分からないんで,何グラム食べましたとか分からないんで。
なのでこういう感覚の影響を使ってあげると,なのでこういう感覚の影響を使ってあげると。
じゃあ次は自分の見え方を変えたらどうなるでしょう,じゃあ次は自分の見え方を変えたらどうなるでしょう?
その時にどうなるかというと,その時にどうなるかというと。
自分の感情をコントロールすることができる,自分の感情をコントロールすることができる。
ビデオチャットみたいなものを使うことがあるかもしれません,ビデオチャットみたいなものを使うことがあるかもしれません。
でそれその後にですね,でそのあとにですね
ということが分かってきました,ということが分かってきました。
ちょっとこういう研究についてもう一個事例を紹介してみましょう,ちょっとこういう研究についてもう一個事例を紹介してみましょう。
たとえばみんなで話し合いをして,例えばみんなで話し合いをして。
あなたたちもう手にいっぱい荷物があるので一個しか持っていけません,あなたたちもう手にいっぱい荷物があるんで1個しか持っていけません。
こう圧力が掛かってしまうわけです,圧力がかかってしまうわけで。
そこでさっきの影分身です,そこでさっきの影分身です。
一人の話者を二人に見せかけます,1人の場所を2人に見せかけます。
画面の中では二体のアバターに割り当ててあげるということをやります,画面の中では2体のアバターに割り当ててあげるということをやります。
これをですね先程の弱い意見の人に使ってもらう訳です,これをですね先ほどの弱い意見の人に使ってもらうわけです。
この状態でディスカッションをするとどうなるかというと,この状態でディスカッションするとどうなるかという。
それをもっとポジティブに使う方向に働きかけることができるでしょう,それをもっとポジティブに使う方向に働きかけることができるでしょう。
普段と違う環境を与えることによってまあ白日のもとに晒し出してしまう訳です,ふだんと違う環境を与えることによって白日のもとにさらし出してしまうわけです。
実はそうではない,実はそうではない。
なので我々が食べた物からできてるように,なので我々が食べたものからできてるように。
皆さんどんなふうに今自分や現実を変えたいと思っているでしょうか,皆さんどんなふうに今自分や現実を変えたいと思ってるでしょうか?
っていうことを研究者だけでは考えることができません,っていうことを研究者だけでは考えることができません。
こういう研究はしていいとかこういう研究はしてはいけないっていうのが,我々がこういう研究はしていいとかこういう研究をしてはいけないっていうのが。
ここまでだったら使ったら体にいいけれどこれ以上使うと体に悪くなるっていうのが,ここまでだったら使ったら体にいいけれどこれ以上使うと体に悪くなる。
いや私はこの地球の上である仕事をしています,いや私はこの地球の上である仕事をしています。
これが二万匹のミツバチの羽音です,これが2万匹のミツバチの羽音です。
大切な役割をしてくれています,大切な役割をしてくれています。
私たち生き物の食べ物がもたらされています,私たち生き物の食べ物がもたらされています。
ミツバチさんおはよう今日もよろしくね,三橋さん、おはよう。きょうもよろしくね。
本来なら秋のハチミツを採るために,本来なら秋の蜂蜜を採るために。
それが私の目の前で起きたのです,それが私の目の前で起きたのです。
私のミツバチだけに起こる現象ではありません,私のミツバチだけに起こる現象ではありません。
みなさん一緒にイメージしてみてください,皆さん、一緒にイメージしてみてください。
そんな生活ができるでしょうか,そんな生活ができるでしょうか。
環境コンサルタントとして,環境コンサルタントとして。
ハードワークも重なり,ハードワークも重なり。
そのミツバチが世界中で減っているということ,そのミツバチが世界中で減っているということ。
ミツバチを先生にしてみんなに伝えればいい,ミツバチを先生にしてみんなに伝えればいい。
私はミツバチたちと出会って,私はミツバチたちと出会って
巣箱に来てもらい,巣箱に来てもらい。
ミツバチはティースプーン一杯のハチミツをいただき,ミツバチはティースプーン1杯のハチミツをいただき
自分だけが良ければ良いというのではなくて,自分だけがよければいいというのではなくて。
自分のためじゃなくてクラスみんなのために,自分のためじゃなくてクラスみんなのために。
お父さんお母さん,お父さん、お母さん。
びっくりしました,びっくりしました。
このハチ育でわかります,この8句で分かります。
気付いたことがあります,気付いたことがあります。
女王蜂は本来三年間卵をたくさん産むのですが,女王蜂は本来3年間卵をたくさん産むのですが。
蜂群崩壊症候群や,崩壊症候群や。
ミツバチだけではありません,ミツバチだけではありません。
自然を尊敬して,自然を尊敬して。
世界中の生き物の願いです,世界中の生き物の願いです。
聞こえるように私には感じます,聞こえるように私には感じます。
お買い物をする時に,お買い物をする時に。
今残された自然をしっかり保護しましょう,今残された自然をしっかり保護しましょう。
考え直して,考え直して。
ミツバチはたくさんのお花を訪ねて,ミツバチはたくさんのお花を訪ねて
生き物たちの声です,生き物たちの声です。
硬くてごわごわした大きな手,硬くてゴワゴワした大きな手。
日系ブラジル人がたくさん日本に来ました,日系ブラジグジンたくさん日本に来ました。
さっきの手の持ち主も千九百九十年に日本にデカセギに来た,先の手の持ち主も1990年に日本出稼ぎに来た。
始業のベルが鳴る,修行はベルが鳴る。
日本人とブラジル人の間にはいろんな違いがある,日本人とかジブ人の間にはいろんな違いがある。
手紙を書いても届くのは半月先,手紙を書いても届くのは半月先。
このプロジェクトを始めたわけを話す前に少し僕のことをお話しします,このポジェット始まったわけを話す前に少し僕のことをお話しします。
小さな頃からカメラは身近にありました,小さな籠からカメは身近にあげました。
大変なことも多かったけどいい人にも巡り会いました,大変なことも分かったけどいい人にも巡り合いました。
そんな写真を撮りたいと思った,その写真を撮りたいと思った。
その努力に感謝したいという思いを込めて,その努力に感謝したいという思いを込めて。
メッセージが届きました,メッセージが届きました。
日本にずっと住む人たちも増えてきた,日本にずっと住む人たちも増えてきた。
ここには未来への希望があります,ここには未来の規模があります。
若者たちにはパイオニアが作った環境がある,若者たちにはパイオニアが作った環境がある。
さてここまで写真の可能性を通して,さてここまで写真の可能性を通して。
写真は過去という記録を残すことができます,写真は過去という記録を残すことができます。
僕も写真撮っていきます,僕も写真撮っていきます。
ニッポン画には三つの大きな柱があります,日本画には3つの大きな柱があります。
現代の言葉で言い表すならば,現代の言葉で言い表すならば。
桃山時代からあるいは江戸時代初期から,桃山時代からあるいは江戸時代初期から。
この器に関しては伝統的な物ではなくて私がデザインしているので,この器に関しては伝統的なものではなくて私がデザインしているので。
この京都の町並みが影響しているんです,この京都の町並みが影響してるんです。
それとはまた違うイメージも持ちました,それとはまた違うイメージも持ちました。
コンビニエンスストアであるとか,コンビニエンスストアであるとか。
非常に複雑なランドスケープを生み出しているわけですね,非常に複雑なランドスケープを生み出してるわけですね。
確かあれも大学三年生位のある日だったと思います,確かあれも大学3年生ぐらいのある日だったと思います。
近くのファーストフードのチェーン店に入ったんです,近くのファストフードのチェーン店に入ったんです。
今はファーストフードのチェーン店でハンバーガー食べてると,今はファストフードのチェーン店でハンバーガー食べてると。
あるいは日本的な文化と西洋的な文化,あるいは日本的な文化と西洋的な文化
例えば食事のお話をしましょう,例えば食事のお話をしましょう。
それからラーメンを食べたりすることもあります,それからラーメンを食べたりすることもあります。
今日は若い方もたくさんいらっしゃってると思いますけれども,今日は若い方もたくさんいらっしゃってると思いますけれども。
まあそういう風にまあ日本の生活を描き出すということを始めた,まあそういうふうに日本の生活を描き出すということを始めた。
とーそれからこちらはえー桜と信号と飛行機が,それからこちらは桜と信号と飛行機が。
少し不思議な光景かなと思うかもしれないんですけれども,少し不思議な光景かなと思うかもしれないんですけれども。
桜の横に信号がはっきりと見えると思います,桜の横に信号がはっきりと見えると思います。
